Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
29228050	RefSeq	NZ_AKKB01000094.1	11834	12559	-	WP_007784052.1	hypothetical protein	Brevibacillus sp. CF112	CF112	GCF_000282015.1
29228050	INSDC	AKKB01000094.1	11834	12559	-	EJL42514.1	hypothetical protein	Brevibacillus sp. CF112	CF112	GCA_000282015.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
463684440	INSDC	BK051648.1	13368	14090	-	DAM29426.1	hypothetical protein	Caudoviricetes sp.		
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
832331372	INSDC	JAYNJB010000027.1	5152	5877	+	MEK9694695.1	hypothetical protein	Candidatus Poseidoniales archaeon		GCA_038109665.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
462406533	INSDC	BK029952.1	3371	4096	+	DAI06825.1	hypothetical protein	Caudoviricetes sp.		
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
433358534	INSDC	JAFONU010000182.1	255	980	-	MBQ1570579.1	hypothetical protein	Clostridiales bacterium		GCA_017418335.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
627033523	INSDC	JAQWED010000281.1	2411	3136	+	MDD4439122.1	hypothetical protein	Tissierellia bacterium		GCA_028705105.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
465713213	INSDC	BK047030.1	9989	10708	+	DAT89030.1	PURINE NUCLEOTIDE SYNTHESIS REPRESSOR/DNA Complex REGULATION, DNA-BINDING, REPRESSOR, PURINE	Caudoviricetes sp.		
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
466589431	INSDC	BK039483.1	2463	3182	+	DAX41999.1	hypothetical protein	Caudoviricetes sp.		
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
463599049	INSDC	BK047563.1	4628	5347	-	DAK66860.1	Phi-29 DNA terminal protein GP3	Caudoviricetes sp.		
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
295551025	INSDC	RGKA01000088.1	1	721	-	NCV28323.1	NAD-dependent epimerase/dehydratase family protein	Nitrosomonadales bacterium		GCA_010022975.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
461744015	INSDC	BK019891.1	2710	3429	+	DAE89209.1	hypothetical protein	Caudoviricetes sp.		
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
600669714	INSDC	JAPJNE010000272.1	96	698	+	MCX8482533.1	hypothetical protein	Crocinitomicaceae bacterium		GCA_026461285.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
684340921	INSDC	JASMFQ010000219.1	2155	2757	-	MDP7367034.1	hypothetical protein	Candidatus Paceibacterota bacterium		GCA_030751725.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
293695730	INSDC	RGCK01000585.1	1117	1719	+	NBP58177.1	hypothetical protein	Candidatus Elulimicrobium humile		GCA_009919195.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
321581491	INSDC	LR796388.1	79077	79679	-	CAB4141269.1	DNA end protector protein	uncultured Caudovirales phage		GCA_902985435.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
295523451	INSDC	RGIZ01000643.1	938	1543	-	NCV19663.1	hypothetical protein	Rhodobacterales bacterium		GCA_010023485.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
561683241	INSDC	ON758385.1	89295	89900	+	USV40937.1	DNA end protector protein	Xanthomonas phage BUDD		GCA_024182555.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
321580889	INSDC	LR796380.1	86639	87238	+	CAB4140756.1	DNA end protector protein	uncultured Caudovirales phage		GCA_902985415.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
462629574	INSDC	BK017141.1	3004	3603	-	DAF73817.1	DNA terminal protein	Caudoviricetes sp.		
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
463641372	INSDC	BK021235.1	3424	4023	+	DAL74984.1	DNA terminal protein	Caudoviricetes sp.		
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
44060528	RefSeq	NC_027204.1	73218	73820	+	YP_009143037.1	DNA end protector	Sinorhizobium phage phiM12		GCF_001023565.1
44060528	RefSeq	NC_028945.1	74924	75526	+	YP_009212357.1	DNA end protector	Sinorhizobium phage phiN3		GCF_001501175.1
44060528	RefSeq	NC_041929.1	70607	71209	+	YP_009601228.1	DNA end protector	Sinorhizobium phage phiM7		GCF_002622405.1
44060528	INSDC	KF381361.1	73218	73820	+	AGR47789.2	putative DNA end protector protein	Sinorhizobium phage phiM12		GCA_001023565.1
44060528	INSDC	KR052480.1	70607	71209	+	AKF12650.1	putative DNA end protector protein	Sinorhizobium phage phiM7		GCA_002622405.1
44060528	INSDC	KR052481.1	70867	71469	+	AKF13010.1	putative DNA end protector protein	Sinorhizobium phage phiM19		GCA_002605865.1
44060528	INSDC	KR052482.1	74924	75526	+	AKF13382.2	DNA end protector protein	Sinorhizobium phage phiN3		GCA_001501175.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
169754559	INSDC	MG198570.1	2529	3128	-	ATV46198.1	hypothetical protein	Lake Baikal phage Baikal-20-5m-C28		GCA_002956535.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
179953899	INSDC	NZEE01000076.1	407	1012	-	MAH43595.1	hypothetical protein	archaeon		GCA_002688965.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
502244960	INSDC	JAFIGC010000042.1	10695	11303	-	MCC5848332.1	hypothetical protein	Verrucomicrobiota bacterium		GCA_020831635.1
502244960	INSDC	JAIUMS010000077.1	1376	1984	-	MCH8513101.1	glycoside hydrolase family 55 protein	Kiritimatiellia bacterium		GCA_022565435.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
547315898	INSDC	JAGLQU010000881.1	697	1305	-	MCK5020812.1	hypothetical protein	Candidatus Peribacteraceae bacterium		GCA_023136675.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
611223674	INSDC	JAQCFA010000248.1	2185	2793	-	MDA0778880.1	hypothetical protein	Bacteroidota bacterium		GCA_027618385.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
207893623	INSDC	DPHC01000024.1	4106	4714	-	HCG91928.1	hypothetical protein	Dehalococcoidia bacterium		GCA_003523055.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
167835050	INSDC	NVVV01000063.1	19596	20207	-	PHS22110.1	hypothetical protein	Robiginitomaculum sp.		GCA_002733495.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
303412999	INSDC	MN988519.1	23715	24326	-	QIG70602.1	DNA end protector protein	Rhizobium phage RHph_I1_18		GCA_016835605.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
541321549	INSDC	OM982621.1	85890	86501	-	UOL48750.1	DNA end protector protein	Pseudomonas phage Astolliot		GCA_022984295.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
321568173	INSDC	LR796208.1	3728	4333	-	CAB4126602.1	DNA end protector protein	uncultured Caudovirales phage		GCA_902983645.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
465645083	INSDC	BK051310.1	10140	10745	+	DAU51931.1	DNA end protector protein	Caudoviricetes sp.		
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
482030323	INSDC	MZ577095.1	60418	61011	-	QZI94395.1	hypothetical protein	Methylophilales phage Melnitz-1 EXVC043M		GCA_020474755.1
482030323	INSDC	MZ577096.1	61670	62263	-	QZI94619.1	hypothetical protein	Methylophilales phage Melnitz-2 EXVC040M		GCA_020474765.1
482030323	INSDC	MZ577097.1	61670	62263	-	QZI94841.1	hypothetical protein	Methylophilales phage Melnitz EXVC044M		GCA_020474745.1
482030323	INSDC	MZ577098.1	61670	62263	-	QZI95062.1	hypothetical protein	Methylophilales phage Melnitz-3 EXVC039M		GCA_020474775.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
322325505	INSDC	JABDMG010000039.1	9485	10078	+	NND23273.1	hypothetical protein	Acidimicrobiia bacterium		GCA_013001605.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
333389430	INSDC	LR798287.1	107179	107772	+	CAB5221343.1	DNA end protector protein	uncultured Caudovirales phage		GCA_903232595.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
618293676	INSDC	JAOJPH010000009.1	470	1063	+	MDB4443317.1	hypothetical protein	Saprospiraceae bacterium		GCA_028262585.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
832329551	INSDC	JAYNJB010000211.1	1074	1667	+	MEK9696048.1	hypothetical protein	Candidatus Poseidoniales archaeon		GCA_038109665.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
333389623	INSDC	LR798288.1	57422	58009	-	CAB5221146.1	DNA end protector protein	uncultured Caudovirales phage		GCA_903232635.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
465663826	INSDC	BK045839.1	19374	19961	-	DAT28482.1	DNA end protector protein	Caudoviricetes sp.		
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
176820837	INSDC	MUGE01000023.1	1669	2259	-	PNX48684.1	hypothetical protein	Thermoplasmata archaeon M11B2D		GCA_002900545.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
321565373	INSDC	LR796178.1	26481	27071	+	CAB4124124.1	DNA end protector protein	uncultured Caudovirales phage		GCA_902983345.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
459285823	INSDC	QLUM01000027.1	10136	10726	+	MBT9159405.1	hypothetical protein	Chloroflexota bacterium		GCA_018725405.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
615890572	INSDC	JAOGXC010000005.1	12996	13586	-	MDA9007811.1	hypothetical protein	Porticoccaceae bacterium		GCA_028111745.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
321566117	INSDC	LR796186.1	129059	129652	+	CAB4125511.1	DNA end protector protein	uncultured Caudovirales phage		GCA_902983445.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
810374639	INSDC	PP209424.1	109096	109695	+	WVX87484.1	DNA end protector	Vibrio phage EniLVp02		GCA_036852305.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
817032155	INSDC	PP272799.1	1	600	+	WWQ49653.1	pTP	Northern spotted skink adenovirus		
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
293415046	INSDC	RFWU01000195.1	974	1573	-	NBX50143.1	hypothetical protein	bacterium		GCA_009925725.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
405167140	INSDC	VGLZ01000001.1	17919	18518	+	MBM3202293.1	hypothetical protein	Candidatus Woesearchaeota archaeon		GCA_016866615.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
433207059	INSDC	JAFONJ010000064.1	2275	2872	+	MBQ1550842.1	hypothetical protein	Bacilli bacterium		GCA_017418525.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
621175114	INSDC	JAOELD010000001.1	31773	32372	-	MDC1282348.1	hypothetical protein	bacterium		GCA_028380145.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
293044743	INSDC	RFPU01000039.1	3879	4475	-	NBW56883.1	hypothetical protein	bacterium		GCA_009926025.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
295639788	INSDC	RGQQ01000011.1	9196	9792	-	NDH49144.1	hypothetical protein	Pseudomonadota bacterium		GCA_010032435.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
207456153	INSDC	DOZD01000122.1	2906	3502	-	HCC73139.1	hypothetical protein	Methylophilaceae bacterium		GCA_003518185.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
321604031	INSDC	LR796815.1	135654	136250	-	CAB4168152.1	DNA end protector protein	uncultured Caudovirales phage		GCA_902989765.1
321604031	INSDC	LR796858.1	11801	12397	+	CAB4170394.1	DNA end protector protein	uncultured Caudovirales phage		GCA_902990195.1
321604031	INSDC	LR796944.1	70986	71582	+	CAB4176843.1	DNA end protector protein	uncultured Caudovirales phage		GCA_902991015.1
321604031	INSDC	LR797534.1	17509	18105	-	CAB4222977.1	DNA end protector protein	uncultured Caudovirales phage		GCA_902996885.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
463800752	INSDC	BK043661.1	2000	2596	+	DAJ62286.1	DNA end protector protein	Bacteriophage sp.		
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
463544659	INSDC	BK031439.1	13043	13639	-	DAL15396.1	DNA terminal protein	Caudoviricetes sp.		
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
330911546	INSDC	DUZG01000086.1	2905	3546	-	HIJ51414.1	hypothetical protein	Nitrospinota bacterium		GCA_013349585.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
428801364	INSDC	JAGBAI010000003.1	11312	11953	+	MBP3683382.1	hypothetical protein	Oscillospiraceae bacterium		GCA_017939025.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
549393704	INSDC	JALNYV010000002.1	31165	31800	+	MCK9369128.1	hypothetical protein	Candidatus Dojkabacteria bacterium		GCA_023229785.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
463686034	INSDC	BK051693.1	197093	197731	-	DAM31263.1	DNA end protector protein	Ackermannviridae sp.		
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
627034707	INSDC	JAQWED010000001.1	14472	15110	+	MDD4436418.1	hypothetical protein	Tissierellia bacterium		GCA_028705105.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
321621018	INSDC	LR797523.1	25308	25958	+	CAB4221991.1	DNA end protector protein	uncultured Caudovirales phage		GCA_902996675.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
465553625	INSDC	BK054684.1	18893	19543	-	DAU74324.1	DNA end protector protein	Caudoviricetes sp.		
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
615888758	INSDC	JAOGWT010000005.1	4089	4742	-	MDA9002828.1	hypothetical protein	bacterium		GCA_028111555.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
463777475	INSDC	BK043257.1	17425	18081	-	DAJ41877.1	DNA end protector protein	Ackermannviridae sp.		
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
744728591	INSDC	DAOLPE010000010.1	19141	19794	+	HQL66766.1	hypothetical protein	Caldisericia bacterium		GCA_035417445.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
205326844	INSDC	DNBL01000349.1	13008	13652	-	HAW81271.1	hypothetical protein	Balneola sp.		GCA_003491885.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
321043514	INSDC	DUBF01000183.1	7504	8148	+	HIF60666.1	hypothetical protein	Rhodospirillales bacterium		GCA_012960465.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
715865346	INSDC	JAWWAS010000001.1	128394	129038	+	MDX1532762.1	hypothetical protein	Nitrosopumilaceae archaeon		GCA_033721355.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
109529944	RefSeq	NC_041881.1	99654	100301	-	YP_009595607.1	DNA end protector	Pseudomonas phage pf16		GCF_002609525.1
109529944	INSDC	KU873925.1	99654	100301	-	AND75077.1	hypothetical protein	Pseudomonas phage pf16		GCA_002609525.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
465799235	INSDC	BK033632.1	13413	14060	-	DAR80535.1	DNA end protector protein	Caudoviricetes sp.		
465799235	INSDC	BK039101.1	18482	19129	+	DAX23347.1	DNA end protector protein	Caudoviricetes sp.		
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
327831553	INSDC	JABSRW010000642.1	446	1093	-	NRA93805.1	hypothetical protein	Psychroserpens sp.		GCA_013214685.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
621609075	INSDC	JAONPW010000002.1	22631	23245	+	MDC3266484.1	hypothetical protein	bacterium		GCA_028412435.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
293367601	INSDC	RFVT01000113.1	2747	3361	+	NBT09028.1	hypothetical protein	Chitinophagia bacterium		GCA_009922485.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
620235913	INSDC	JAOLCN010000001.1	97478	98092	+	MDB9900016.1	hypothetical protein	bacterium		GCA_028339675.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
466468435	INSDC	BK028423.1	23830	24444	-	DAV42544.1	DNA end protector protein	Caudoviricetes sp.		
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
321573848	INSDC	LR796270.1	34002	34613	+	CAB4133015.1	DNA end protector protein	uncultured Caudovirales phage		GCA_902984315.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
465072885	INSDC	BK022677.1	17356	17967	-	DAN40356.1	hypothetical protein	Caudoviricetes sp.		
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
696516639	RefSeq	NZ_JARLJR010000083.1	63822	64436	-	WP_347573077.1	hypothetical protein	Legionella sp.		GCF_031291095.1
696516639	INSDC	JARLJR010000083.1	63822	64436	-	MDR3502966.1	hypothetical protein	Legionella sp.		GCA_031291095.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
621670818	INSDC	JAONWZ010000002.1	27361	27978	-	MDC3384680.1	hypothetical protein	bacterium		GCA_028415475.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
295416323	INSDC	RHCS01000507.1	834	1457	-	NDB79941.1	hypothetical protein	archaeon		GCA_010028545.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
631443734	INSDC	JAGWHL010000382.1	400	1029	+	MDE1868141.1	hypothetical protein	Nitrososphaerota archaeon		GCA_028866855.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
576630199	INSDC	OP073909.1	2823	3455	+	UVY46980.1	DNA terminal protein	Bacteriophage sp.		GCA_029976615.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
42550433	RefSeq	NC_025422.1	131410	132042	+	YP_009099002.1	DNA end protector	Caulobacter phage Cr30		GCF_000927355.1
42550433	INSDC	KF301602.1	131410	132042	+	AGS81129.1	DNA end protector protein	Caulobacter phage Cr30		GCA_000927355.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
179747607	RefSeq	NZ_NZML01000052.1	3149	3769	-	WP_286970284.1	hypothetical protein	Algoriphagus sp.		GCF_002694565.1
179747607	INSDC	NZML01000052.1	3149	3769	-	MAL15049.1	hypothetical protein	Algoriphagus sp.		GCA_002694565.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
105911474	INSDC	KU682439.2	138996	139613	-	AMQ65969.1	DNA end protector protein	Stenotrophomonas phage vB_SmaS-DLP_6		GCA_002606585.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
625758772	INSDC	JAQVOC010000001.1	32669	33289	-	MDD4242720.1	hypothetical protein	Bacilli bacterium		GCA_028702815.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
465821099	INSDC	BK034132.1	21669	22289	-	DAS06867.1	DNA end protector protein	Caudoviricetes sp.		
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
333428347	INSDC	LR798211.1	20829	23021	+	CAB5187341.1	Pectate lyase superfamily protein	uncultured Caudovirales phage		GCA_903231815.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
675907464	RefSeq	NZ_JAUNSF010000011.1	30437	32623	+	WP_303334625.1	glycosyl hydrolase family 28-related protein	Sutterella sp.		GCF_030539355.1
675907464	INSDC	JAUNSF010000011.1	30437	32623	+	MDO5531069.1	glycosyl hydrolase family 28-related protein	Sutterella sp.		GCA_030539355.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
96608096	RefSeq	NZ_LMFK01000012.1	368794	370992	+	WP_057224723.1	hypothetical protein	Ensifer sp. Root142	Root142	GCF_001426785.1
96608096	INSDC	LMFK01000012.1	368794	370992	+	KQY71356.1	hypothetical protein	Ensifer sp. Root142	Root142	GCA_001426785.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
220728476	RefSeq	NZ_QTPW01000007.1	204127	206304	-	WP_124833324.1	glycosyl hydrolase family 28-related protein	Burkholderia sp. Bp9031	Bp9031	GCF_003857965.1
220728476	INSDC	QTPW01000007.1	204127	206304	-	RQZ17230.1	hypothetical protein	Burkholderia sp. Bp9031	Bp9031	GCA_003857965.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
141525867	INSDC	MWAH01000135.1	532	2766	-	OPZ86633.1	Pectate lyase superfamily protein	bacterium ADurb.Bin429		GCA_002068615.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
374111632	INSDC	JADNYJ010000046.1	167180	170838	-	KAF8900737.1	exo-beta-1,3-glucanase	Gymnopilus junonius	AH 44721	GCA_015501075.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
442906200	INSDC	JAFYKW010000140.1	275	2494	+	MBR4282523.1	hypothetical protein	Clostridia bacterium		GCA_017537425.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
329573049	RefSeq	NZ_CP124967.1	1349048	1351279	+	WP_174069647.1	glycosyl hydrolase family 28-related protein	Agrobacterium tumefaciens	O54/95	GCF_013317615.2
329573049	INSDC	CP124967.1	1349048	1351279	+	WHO22636.1	glycosyl hydrolase family 28-related protein	Agrobacterium tumefaciens	O54/95	GCA_013317615.2
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
21605368	RefSeq	NC_014899.1	8925	14364	-	YP_004123739.1	pTP	Murine adenovirus 2		GCF_000889615.1
21605368	INSDC	HM049560.1	8925	14364	-	ADR77835.1	pTP	Murine adenovirus 2		GCA_000889615.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
821911953	INSDC	JBAWXS010000158.1	2926	5150	+	MEI8195201.1	glycosyl hydrolase family 28-related protein	Phycisphaerae bacterium		GCA_037143975.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
544046328	RefSeq	NZ_BBYM01000005.1	160386	162503	+	WP_245646753.1	glycosyl hydrolase family 28-related protein	Microtetraspora niveoalba	NBRC 15239	GCF_001570405.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
271375683	RefSeq	NZ_FTMR01000007.1	3114	5222	+	WP_149746733.1	right-handed parallel beta-helix repeat-containing protein	Rhizobium sp. RU35A	RU35A	GCF_900156005.1
271375683	INSDC	FTMR01000007.1	3114	5222	+	SIQ75217.1	Pectate lyase superfamily protein	Rhizobium sp. RU35A	RU35A	GCA_900156005.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
165362397	INSDC	NYZC01000002.1	5139	7301	-	MAE62671.1	hypothetical protein	Phycisphaeraceae bacterium		GCA_002686995.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
276241259	RefSeq	NZ_WEZG01000004.1	210260	212407	+	WP_152046361.1	glycosyl hydrolase family 28-related protein	Aureimonas psammosilenae	YIM DR1026	GCF_009176975.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
350587456	RefSeq	NZ_JACHOS010000005.1	52603	54933	+	WP_183667427.1	hypothetical protein	Methylorubrum rhodesianum	DSM 5687	GCF_014199985.1
350587456	INSDC	JACHOS010000005.1	52603	54933	+	MBB5762178.1	hypothetical protein	Methylorubrum rhodesianum	DSM 5687	GCA_014199985.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
704944164	RefSeq	NZ_CP130318.1	3407660	3410002	-	WP_315602763.1	glycosyl hydrolase family 28-related protein	Paenibacillus aurantius	MBLB1776	GCF_032268605.1
