Hit,GenBankID,aln_hit,%I,P(H),E-value,Bit-Score,len(Qry),len(aln),%aln,Taxonomy,TaxID,Database,Method,TP
A0A2I7SAN2,MG592671,624.0,12.0,1.0,3.166e-06,131.0,559.0,508.0,0.9087656529516994,Vibrio phage 2.275.O._10N.286.54.E11,1881285.0,BFVD,FoldSeek,GC1
A0A6J7X4A6,LR798344,574.0,9.4,1.0,3.166e-06,152.0,559.0,513.0,0.9177101967799642,uncultured Caudovirales phage,2100421.0,BFVD,FoldSeek,GC1
A0A516LJ34,MK892627,599.0,12.0,1.0,3.166e-06,117.0,559.0,521.0,0.9320214669051878,Prokaryotic dsDNA virus sp.,2591644.0,BFVD,FoldSeek,GC1
A0A6J5S036,LR797288,656.0,11.4,1.0,3.166e-06,143.0,559.0,558.0,0.998211091234347,uncultured Caudovirales phage,2100421.0,BFVD,FoldSeek,GC1
A0A843FTT5,JAGCKX010000186,258.0,15.5,1.0,3.293e-06,240.0,266.0,249.0,0.9360902255639098,Methanobrevibacter sp.,66852.0,AFDB50,FoldSeek,Chedec11
A0A5C4TF60,VDCQ01000007,624.0,10.0,1.0,3.312e-06,194.0,559.0,508.0,0.9087656529516994,Paenibacillus hemerocallicola,1172614.0,AFDB50,FoldSeek,GC1
K2F4D3,AMFJ01005424,241.0,17.8,1.0,3.356e-06,131.0,235.0,196.0,0.8340425531914893,uncultured bacterium,77133.0,AFDB50,FoldSeek,viph1249b
A0A1Z9Q483,NHJZ01000021,195.0,15.3,1.0,3.377e-06,182.0,163.0,148.0,0.9079754601226994,Flavobacteriales bacterium TMED228,1986725.0,AFDB50,FoldSeek,ABV
A0A7K1FMV7,WLYK01000006,495.0,13.1,1.0,3.464e-06,218.0,559.0,419.0,0.7495527728085868,Nakamurella sp. YIM 132087,2665158.0,AFDB50,FoldSeek,GC1
A0A0M8WY73,LGDZ01000210,520.0,11.3,1.0,3.464e-06,157.0,559.0,430.0,0.7692307692307693,Streptomyces sp. NRRL B-3648,1519493.0,AFDB50,FoldSeek,GC1
A0A1B1IQE2,KT997862,658.0,12.6,1.0,3.464e-06,120.0,559.0,511.0,0.9141323792486584,uncultured Mediterranean phage uvDeep-CGR2-KM21-C88,1868682.0,BFVD,FoldSeek,GC1
A0A2S0L080,CP027227,190.0,14.7,1.0,3.605e-06,178.0,163.0,144.0,0.8834355828220859,Victivallales bacterium CCUG 44730,2094242.0,AFDB50,FoldSeek,ABV
A0A7U0GB88,MW394391,519.0,12.1,1.0,3.623e-06,162.0,559.0,445.0,0.7960644007155635,Klebsiella phage vB_KpM_FBKp24,2801834.0,BFVD,FoldSeek,GC1
A0A6J5S1P5,LR797306,130.0,12.3,1.0,3.786e-06,148.0,163.0,115.0,0.7055214723926381,uncultured Caudovirales phage,2100421.0,BFVD,FoldSeek,ABV
A0A6J5L1T3,LR796211,635.0,9.2,1.0,3.79e-06,132.0,559.0,534.0,0.9552772808586762,uncultured Caudovirales phage,2100421.0,BFVD,FoldSeek,GC1
A0A2D5IEJ0,NYWC01000112,181.0,21.5,1.0,3.889e-06,213.0,163.0,158.0,0.9693251533742332,Gammaproteobacteria bacterium,1913989.0,AFDB50,FoldSeek,DSL-LC02
A0A346FDC0,MH684921,623.0,10.4,1.0,4.147e-06,159.0,559.0,524.0,0.9373881932021468,Sphingomonas phage Scott,2282912.0,BFVD,FoldSeek,GC1
A0A7G4AWN9,MT711977,192.0,11.9,1.0,4.313e-06,163.0,163.0,148.0,0.9079754601226994,Streptomyces phage Dagobah,2740180.0,BFVD,FoldSeek,ABV
D2XJJ6,GU196279,660.0,9.3,1.0,4.338e-06,143.0,559.0,511.0,0.9141323792486584,Escherichia phage K1ind1,698488.0,BFVD,FoldSeek,GC1
A0A497FLI7,QMRH01000031,190.0,12.1,1.0,4.383e-06,178.0,163.0,152.0,0.9325153374233128,Thermoprotei archaeon,2250277.0,AFDB50,FoldSeek,ABV
A0A0F9S655,LAZR01002856,654.0,10.0,1.0,4.538e-06,150.0,559.0,510.0,0.9123434704830052,marine sediment metagenome,412755.0,AFDB50,FoldSeek,GC1
A0A7D3U4X3,MT364305,177.0,13.5,1.0,4.603e-06,162.0,163.0,134.0,0.8220858895705522,Yalta virus,2739783.0,BFVD,FoldSeek,ABV
A0A656K2Q0,AOKF01000482,166.0,13.8,1.0,4.678e-06,170.0,163.0,134.0,0.8220858895705522,Pseudomonas syringae pv. actinidiae ICMP 19096,1194405.0,AFDB50,FoldSeek,ABV
A0A7X9CMQ5,JAAZMA010000200,161.0,13.0,1.0,4.678e-06,165.0,163.0,144.0,0.8834355828220859,Tissierellia bacterium,2049431.0,AFDB50,FoldSeek,ABV
M4SQP2,JF974296,682.0,12.1,1.0,4.746e-06,120.0,559.0,546.0,0.9767441860465116,Pseudoalteromonas phage pYD6-A,754052.0,BFVD,FoldSeek,GC1
A0A3B0CEW9,RBAH01000011,592.0,10.6,1.0,4.965e-06,174.0,559.0,466.0,0.8336314847942755,Paenibacillus ginsengarvi,400777.0,AFDB50,FoldSeek,GC1
A0A6G9LB61,MT074472,579.0,12.4,1.0,4.965e-06,110.0,559.0,494.0,0.8837209302325582,Salmonella phage bering,2713281.0,BFVD,FoldSeek,GC1
A0A1J0GW76,KX925554,609.0,12.9,1.0,4.965e-06,148.0,559.0,511.0,0.9141323792486584,Streptomyces phage BRock,1913591.0,BFVD,FoldSeek,GC1
A0A3D0CAK6,DOTW01000308,204.0,11.7,1.0,4.993e-06,168.0,163.0,155.0,0.950920245398773,Colwellia sp.,56799.0,AFDB50,FoldSeek,ABV
A0A7H2BGB1,CP061539,491.0,11.6,1.0,5.193e-06,155.0,559.0,390.0,0.6976744186046512,Rothia terrae,396015.0,AFDB50,FoldSeek,GC1
A0A6J5KRX7,LR796187,623.0,10.4,1.0,5.193e-06,115.0,559.0,512.0,0.9159212880143112,uncultured Caudovirales phage,2100421.0,BFVD,FoldSeek,GC1
A0A6J5KRX7,LR798231,623.0,10.4,1.0,5.193e-06,115.0,559.0,512.0,0.9159212880143112,uncultured Caudovirales phage,2100421.0,BFVD,FoldSeek,GC1
A0A843GP05,JAGCBE010000332,279.0,11.8,1.0,5.248e-06,206.0,274.0,262.0,0.9562043795620438,Methanobrevibacter sp.,66852.0,AFDB50,FoldSeek,ctnWS46
A0A662I9N3,QMRZ01000153,184.0,15.7,1.0,5.329e-06,174.0,163.0,151.0,0.9263803680981596,Thermoprotei archaeon,2250277.0,AFDB50,FoldSeek,ABV
A0A497Q7Z1,QMYV01000334,185.0,17.8,1.0,5.329e-06,172.0,163.0,154.0,0.9447852760736196,Candidatus Thorarchaeota archaeon,2053491.0,AFDB50,FoldSeek,ABV
A0A7D7FPD2,MT773556,162.0,16.6,1.0,5.668e-06,210.0,115.0,113.0,0.982608695652174,Caudoviricetes sp.,2202564.0,BFVD,FoldSeek,S-SCSM1
A0A5J4XGG9,VXIU01000081,444.0,13.0,1.0,5.682e-06,253.0,559.0,399.0,0.7137745974955277,Trebouxia sp. A1-2,2608996.0,AFDB50,FoldSeek,GC1
A0A839V428,JACHXV010000006,500.0,12.4,1.0,5.682e-06,209.0,559.0,429.0,0.7674418604651163,Endobacter medicaginis,1181271.0,AFDB50,FoldSeek,GC1
A0A839V428,JABXXQ010000186,500.0,12.4,1.0,5.682e-06,209.0,559.0,429.0,0.7674418604651163,Endobacter medicaginis,1181271.0,AFDB50,FoldSeek,GC1
A0A7R8MJR7,LR881104,709.0,10.7,1.0,5.682e-06,128.0,559.0,553.0,0.9892665474060824,Klebsiella phage vB_KvM-Eowyn,2762819.0,BFVD,FoldSeek,GC1
A0A0S8CG92,LJNR01000435,196.0,13.2,1.0,5.687e-06,176.0,163.0,148.0,0.9079754601226994,Nitrospira bacterium SG8_3,1704023.0,AFDB50,FoldSeek,ABV
A0A6J5QUS9,LR796608,644.0,12.5,1.0,5.944e-06,139.0,559.0,532.0,0.9516994633273704,uncultured Caudovirales phage,2100421.0,BFVD,FoldSeek,GC1
A0A6J5QUS9,LR797062,644.0,12.5,1.0,5.944e-06,139.0,559.0,532.0,0.9516994633273704,uncultured Caudovirales phage,2100421.0,BFVD,FoldSeek,GC1
A0A6J5QUS9,LR798414,644.0,12.5,1.0,5.944e-06,139.0,559.0,532.0,0.9516994633273704,uncultured Caudovirales phage,2100421.0,BFVD,FoldSeek,GC1
A0A6C1BTF0,CP048795,203.0,9.3,1.0,6.07e-06,179.0,163.0,150.0,0.9202453987730062,Hydrogenobacter sp. T-8,1632019.0,AFDB50,FoldSeek,ABV
A0A088FWZ6,KM370384,615.0,10.5,1.0,6.504e-06,132.0,559.0,507.0,0.9069767441860463,Lelliottia phage phD2B,1542498.0,BFVD,FoldSeek,GC1
A0A076FI85,CP009044,183.0,16.3,1.0,6.915e-06,179.0,163.0,154.0,0.9447852760736196,Campylobacter iguaniorum,1244531.0,AFDB50,FoldSeek,ABV
A0A2E1UWD6,PAHL01000013,172.0,20.3,1.0,6.962e-06,199.0,163.0,150.0,0.9202453987730062,Flavobacteriaceae bacterium,1871037.0,AFDB50,FoldSeek,DSL-LC02
A0A661HJZ2,QNFV01000156,196.0,16.3,1.0,6.962e-06,203.0,163.0,157.0,0.9631901840490796,Epsilonproteobacteria bacterium,2026809.0,AFDB50,FoldSeek,DSL-LC02
A0A482JJQ0,MK562503,607.0,11.6,1.0,7.116e-06,144.0,559.0,511.0,0.9141323792486584,Shigella phage Buco,2530183.0,BFVD,FoldSeek,GC1
A0A1M6DKI8,FQYI01000004,146.0,13.0,1.0,7.38e-06,162.0,163.0,131.0,0.803680981595092,Cruoricaptor ignavus,1118202.0,AFDB50,FoldSeek,ABV
A0A7G5E1R8,CP058555,470.0,12.3,1.0,7.444e-06,222.0,559.0,421.0,0.7531305903398927,Sphingobacterium multivorum,28454.0,AFDB50,FoldSeek,GC1
A0A7G9A1K4,MT657339,487.0,12.5,1.0,7.786e-06,121.0,559.0,418.0,0.7477638640429338,Gordonia phage SpeedDemon,2759457.0,BFVD,FoldSeek,GC1
A0A059KSE3,AZRA01000001,168.0,17.8,1.0,7.877e-06,178.0,163.0,134.0,0.8220858895705522,Sphaerotilus natans subsp. natans DSM 6575,1286631.0,AFDB50,FoldSeek,ABV
A0A523R7I8,SOKM01000021,195.0,14.3,1.0,7.877e-06,174.0,163.0,147.0,0.901840490797546,Candidatus Cloacimonetes bacterium,2030808.0,AFDB50,FoldSeek,ABV
A0A6G8NFT2,CP049156,599.0,11.6,1.0,8.145e-06,142.0,559.0,510.0,0.9123434704830052,Caballeronia sp. SBC1,2705548.0,AFDB50,FoldSeek,GC1
A0A2E4W7W5,PAYU01000046,188.0,17.0,1.0,8.291e-06,203.0,163.0,159.0,0.9754601226993864,Acidobacteria bacterium,1978231.0,AFDB50,FoldSeek,DSL-LC02
A0A137SGJ6,LOCO01000003,160.0,18.1,1.0,8.408e-06,183.0,163.0,134.0,0.8220858895705522,Marinobacter excellens LAMA 842,1306954.0,AFDB50,FoldSeek,ABV
A0A2D9CET8,NZRF01000237,222.0,13.9,1.0,8.408e-06,162.0,163.0,146.0,0.8957055214723927,Phycisphaerae bacterium,2026778.0,AFDB50,FoldSeek,ABV
A0A2D7XB27,NZLH01000017,200.0,11.0,1.0,8.408e-06,163.0,163.0,148.0,0.9079754601226994,Pusillimonas sp. (ex Stolz et al. 2005),1979962.0,AFDB50,FoldSeek,ABV
A0A482MYT8,MK373783,642.0,10.2,1.0,8.519e-06,112.0,559.0,510.0,0.9123434704830052,Escherichia phage vB_EcoM_KWBSE43-6,2508194.0,BFVD,FoldSeek,GC1
A0A516LJN7,MK892630,669.0,11.8,1.0,8.519e-06,128.0,559.0,532.0,0.9516994633273704,Prokaryotic dsDNA virus sp.,2591644.0,BFVD,FoldSeek,GC1
A0A382JZW0,UINC01077057,132.0,23.4,1.0,8.788e-06,221.0,163.0,109.0,0.6687116564417178,marine metagenome,408172.0,AFDB50,FoldSeek,DSL-LC02
A0A6J7XSG7,LR797075,631.0,10.1,1.0,8.911e-06,126.0,559.0,515.0,0.9212880143112702,uncultured Caudovirales phage,2100421.0,BFVD,FoldSeek,GC1
A0A6J7XSG7,LR797197,631.0,10.1,1.0,8.911e-06,126.0,559.0,515.0,0.9212880143112702,uncultured Caudovirales phage,2100421.0,BFVD,FoldSeek,GC1
A0A6J7XSG7,LR797450,631.0,10.1,1.0,8.911e-06,126.0,559.0,515.0,0.9212880143112702,uncultured Caudovirales phage,2100421.0,BFVD,FoldSeek,GC1
A0A6J7XSG7,LR798430,631.0,10.1,1.0,8.911e-06,126.0,559.0,515.0,0.9212880143112702,uncultured Caudovirales phage,2100421.0,BFVD,FoldSeek,GC1
A0A432Q756,QNXS01000007,144.0,16.6,1.0,8.973e-06,190.0,163.0,132.0,0.8098159509202454,Archaeoglobus sp.,1872626.0,AFDB50,FoldSeek,ABV
E8T6V3,CP002445,212.0,11.7,1.0,8.973e-06,175.0,163.0,153.0,0.9386503067484664,Thermovibrio ammonificans HB-1,648996.0,AFDB50,FoldSeek,ABV
A0A850NSJ1,JACHXV010000014,462.0,12.9,1.0,9.322e-06,238.0,559.0,427.0,0.7638640429338104,Endobacter medicaginis,1181271.0,AFDB50,FoldSeek,GC1
A0A850NSJ1,JABXXQ010000309,462.0,12.9,1.0,9.322e-06,238.0,559.0,427.0,0.7638640429338104,Endobacter medicaginis,1181271.0,AFDB50,FoldSeek,GC1
A0A3M5F746,RBSU01000283,175.0,13.1,1.0,9.578e-06,157.0,163.0,141.0,0.8650306748466258,Pseudomonas savastanoi,29438.0,AFDB50,FoldSeek,ABV
A0A396SCF8,QJSA01000008,172.0,16.8,1.0,9.578e-06,152.0,163.0,147.0,0.901840490797546,Pseudomonas jilinensis,2078689.0,AFDB50,FoldSeek,ABV
A0A662HBU5,QMRS01000249,179.0,16.7,1.0,9.578e-06,171.0,163.0,149.0,0.9141104294478528,Thermoprotei archaeon,2250277.0,AFDB50,FoldSeek,ABV
A0A874MG66,MW015080,630.0,9.8,1.0,9.75e-06,123.0,559.0,420.0,0.7513416815742398,Synechococcus phage S-SRP01,2781607.0,BFVD,FoldSeek,GC1
A0A516L8N6,MK892565,604.0,11.0,1.0,9.75e-06,126.0,559.0,506.0,0.9051878354203936,Prokaryotic dsDNA virus sp.,2591644.0,BFVD,FoldSeek,GC1
A0A385IT49,MH709121,579.0,12.7,1.0,1.02e-05,140.0,559.0,510.0,0.9123434704830052,Salmonella phage SenALZ1,2301647.0,BFVD,FoldSeek,GC1
A0A873WLM7,MW145137,616.0,11.8,1.0,1.02e-05,125.0,559.0,511.0,0.9141323792486584,Providencia phage PSTNGR2lys,2783543.0,BFVD,FoldSeek,GC1
A0A514CW89,MK962641,785.0,9.8,1.0,1.02e-05,132.0,559.0,526.0,0.9409660107334524,Achromobacter phage vB_AxyP_19-32_Axy24,2591048.0,BFVD,FoldSeek,GC1
A0A7Y8HX64,JACADU010000011,195.0,11.2,1.0,1.022e-05,181.0,163.0,142.0,0.8711656441717791,Bryobacteraceae bacterium,2212468.0,AFDB50,FoldSeek,ABV
A0A382N615,UINC01098246,135.0,20.7,1.0,1.047e-05,216.0,163.0,110.0,0.6748466257668712,marine metagenome,408172.0,AFDB50,FoldSeek,DSL-LC02
R9TQH9,HQ332138,446.0,12.1,1.0,1.067e-05,181.0,559.0,387.0,0.6923076923076923,Paenibacillus phage PG1,754053.0,BFVD,FoldSeek,GC1
A0A8S5V1P7,BK016182,758.0,10.5,1.0,1.067e-05,115.0,559.0,544.0,0.9731663685152058,Myoviridae sp. ctJ2i1,2825079.0,BFVD,FoldSeek,GC1
A0A097PAP9,KM879221,225.0,15.1,1.0,1.074e-05,133.0,163.0,145.0,0.8895705521472392,Delftia phage RG-2014,1563661.0,BFVD,FoldSeek,ABV
A0A6J5M1A3,LR796379,463.0,12.3,1.0,1.116e-05,133.0,559.0,420.0,0.7513416815742398,uncultured Caudovirales phage,2100421.0,BFVD,FoldSeek,GC1
A0A0S1S1H9,KT934943,668.0,9.2,1.0,1.167e-05,116.0,559.0,511.0,0.9141323792486584,Klebsiella phage vB_KpnM_KB57,1719140.0,BFVD,FoldSeek,GC1
A0A2D6XBJ2,NZER01000267,140.0,10.0,1.0,1.243e-05,160.0,163.0,119.0,0.7300613496932515,Candidatus Pacearchaeota archaeon,2026773.0,AFDB50,FoldSeek,ABV
A0A142XW82,CP011272,154.0,12.9,1.0,1.243e-05,137.0,163.0,130.0,0.7975460122699386,Pirellula sp. SH-Sr6A,1632865.0,AFDB50,FoldSeek,ABV
A0A1Z9UMR4,NHMG01000004,181.0,17.6,1.0,1.246e-05,190.0,163.0,154.0,0.9447852760736196,Pelagibacteraceae bacterium TMED287,1986829.0,AFDB50,FoldSeek,DSL-LC02
A0A2Z3EH09,MF418016,593.0,10.4,1.0,1.277e-05,135.0,559.0,426.0,0.7620751341681574,Bacillus phage vB_BceM-HSE3,2170705.0,BFVD,FoldSeek,GC1
A0A6G5YBI1,MN855826,570.0,11.2,1.0,1.277e-05,158.0,559.0,489.0,0.8747763864042933,Caudoviricetes sp.,2202564.0,BFVD,FoldSeek,GC1
A0A6J5R4C7,LR797122,639.0,11.4,1.0,1.277e-05,147.0,559.0,518.0,0.9266547406082288,uncultured Caudovirales phage,2100421.0,BFVD,FoldSeek,GC1
A0A8E4JBJ2,MT499896,653.0,9.4,1.0,1.277e-05,122.0,559.0,522.0,0.9338103756708408,Salmonella phage vB_SentM_sal1,2743964.0,BFVD,FoldSeek,GC1
A0A291AYM7,MF158042,610.0,10.4,1.0,1.277e-05,148.0,559.0,524.0,0.9373881932021468,Shigella phage Sd1,2024313.0,BFVD,FoldSeek,GC1
A0A6J5Q597,LR796956,189.0,12.1,1.0,1.305e-05,150.0,163.0,155.0,0.950920245398773,uncultured Caudovirales phage,2100421.0,BFVD,FoldSeek,ABV
A0A6J5Q597,LR797299,189.0,12.1,1.0,1.305e-05,150.0,163.0,155.0,0.950920245398773,uncultured Caudovirales phage,2100421.0,BFVD,FoldSeek,ABV
A0A6J5Q597,LR797467,189.0,12.1,1.0,1.305e-05,150.0,163.0,155.0,0.950920245398773,uncultured Caudovirales phage,2100421.0,BFVD,FoldSeek,ABV
A0A7H9CND5,CP049075,131.0,16.7,1.0,1.327e-05,171.0,163.0,116.0,0.7116564417177914,Candidatus Campylobacter infans,2561898.0,AFDB50,FoldSeek,ABV
A0A4Q5LTS1,SEWF01000068,163.0,19.6,1.0,1.327e-05,177.0,163.0,142.0,0.8711656441717791,Emticicia agri,2492393.0,AFDB50,FoldSeek,ABV
A0A5F1ZQJ3,RQGC01000009,189.0,15.3,1.0,1.327e-05,185.0,163.0,143.0,0.8773006134969326,Leptospira langatensis,2484983.0,AFDB50,FoldSeek,ABV
A0A497PHW5,QMYQ01000066,233.0,12.4,1.0,1.327e-05,160.0,163.0,163.0,1.0,Candidatus Bathyarchaeota archaeon,2026714.0,AFDB50,FoldSeek,ABV
A0A2D6XD80,NZER01000311,134.0,15.6,1.0,1.416e-05,155.0,163.0,115.0,0.7055214723926381,Candidatus Pacearchaeota archaeon,2026773.0,AFDB50,FoldSeek,ABV
A0A831SH43,DRIU01000235,131.0,16.7,1.0,1.416e-05,150.0,163.0,116.0,0.7116564417177914,Thermoplasmatales archaeon,2268204.0,AFDB50,FoldSeek,ABV
A0A7C1VJ55,DRHV01000214,136.0,11.7,1.0,1.416e-05,163.0,163.0,123.0,0.754601226993865,bacterium,1869227.0,AFDB50,FoldSeek,ABV
A0A496SSB2,QNDC01000280,138.0,15.9,1.0,1.416e-05,171.0,163.0,126.0,0.7730061349693251,Candidatus Latescibacteria bacterium,2053570.0,AFDB50,FoldSeek,ABV
A0A3G4ZZU0,MK072243,474.0,11.8,1.0,1.462e-05,120.0,559.0,429.0,0.7674418604651163,Harvfovirus sp.,2487768.0,BFVD,FoldSeek,GC1
A0A5P8PPV1,MN453779,629.0,9.5,1.0,1.462e-05,119.0,559.0,524.0,0.9373881932021468,Aeromonas phage PS2,2653650.0,BFVD,FoldSeek,GC1
A0A382IY87,UINC01070556,167.0,18.5,1.0,1.484e-05,193.0,163.0,142.0,0.8711656441717791,marine metagenome,408172.0,AFDB50,FoldSeek,DSL-LC02
A0A7Y9W9E0,JACCAU010000001,169.0,15.3,1.0,1.511e-05,166.0,163.0,138.0,0.8466257668711656,Paraburkholderia bryophila,420952.0,AFDB50,FoldSeek,ABV
A0A2M8UC05,PEKV01000005,166.0,15.6,1.0,1.511e-05,141.0,163.0,143.0,0.8773006134969326,Ferrovibrio sp.,1917215.0,AFDB50,FoldSeek,ABV
A0A3S3VF16,RXGA01000003,179.0,17.8,1.0,1.511e-05,141.0,163.0,147.0,0.901840490797546,Candidatus Methanosuratincola subterraneus,2593994.0,AFDB50,FoldSeek,ABV
A0A7G5CH76,MT601271,565.0,8.1,1.0,1.529e-05,111.0,559.0,397.0,0.7101967799642218,Bacillus phage vB_BsuM-Goe10,2586958.0,BFVD,FoldSeek,GC1
A0A243S4U9,NGFN01000071,768.0,11.0,1.0,1.6e-05,114.0,559.0,536.0,0.958855098389982,Streptomyces swartbergensis,487165.0,AFDB50,FoldSeek,GC1
A0A5C4T5Y5,VDCQ01000032,580.0,11.7,1.0,1.6e-05,137.0,559.0,539.0,0.964221824686941,Paenibacillus hemerocallicola,1172614.0,AFDB50,FoldSeek,GC1
A0A527JSH3,SUIB01000038,781.0,10.8,1.0,1.6e-05,143.0,559.0,541.0,0.9677996422182468,Mesorhizobium sp.,1871066.0,AFDB50,FoldSeek,GC1
A0A6B3P4P7,JAAHBU010000536,165.0,16.9,1.0,1.613e-05,167.0,163.0,138.0,0.8466257668711656,Pseudomonas brassicae,2708063.0,AFDB50,FoldSeek,ABV
A0A1H3K022,FNPB01000016,193.0,13.4,1.0,1.613e-05,156.0,163.0,152.0,0.9325153374233128,Halobellus clavatus,660517.0,AFDB50,FoldSeek,ABV
A0A350C3Q3,DNBQ01000113,197.0,13.7,1.0,1.667e-05,182.0,163.0,158.0,0.9693251533742332,Saprospirales bacterium,2026790.0,AFDB50,FoldSeek,DSL-LC02
A0A1I9SA91,KX774321,205.0,15.6,1.0,1.694e-05,121.0,163.0,153.0,0.9386503067484664,Rhodococcus phage Weasels2,1897437.0,BFVD,FoldSeek,ABV
A0A843GNI8,JAGCBE010000368,218.0,14.2,1.0,1.721e-05,161.0,163.0,135.0,0.8282208588957055,Methanobrevibacter sp.,66852.0,AFDB50,FoldSeek,ABV
Q977C2,BA000023,162.0,12.9,1.0,1.721e-05,170.0,163.0,136.0,0.8343558282208589,Sulfurisphaera tokodaii str. 7,273063.0,AFDB50,FoldSeek,ABV
J0K9K7,AKJX01000194,167.0,17.3,1.0,1.721e-05,162.0,163.0,138.0,0.8466257668711656,Acidovorax sp. CF316,1144317.0,AFDB50,FoldSeek,ABV
K4KM00,CP003746,168.0,14.8,1.0,1.721e-05,169.0,163.0,139.0,0.852760736196319,Simiduia agarivorans SA1 = DSM 21679,1117647.0,AFDB50,FoldSeek,ABV
A0A497P986,QMYQ01000227,247.0,14.1,1.0,1.721e-05,144.0,163.0,163.0,1.0,Candidatus Bathyarchaeota archaeon,2026714.0,AFDB50,FoldSeek,ABV
A0A6J7WBI6,LR798217,437.0,13.7,1.0,1.75e-05,134.0,559.0,396.0,0.7084078711985689,uncultured Caudovirales phage,2100421.0,BFVD,FoldSeek,GC1
A0A1E7DQZ5,MAMP01000012,141.0,15.6,1.0,1.824e-05,230.0,233.0,138.0,0.592274678111588,Domibacillus iocasae,1714016.0,AFDB50,FoldSeek,AP50
A0A516LUA8,MK892645,697.0,8.8,1.0,1.831e-05,183.0,559.0,533.0,0.9534883720930232,Prokaryotic dsDNA virus sp.,2591644.0,BFVD,FoldSeek,GC1
A0A516LUA8,MK892688,697.0,8.8,1.0,1.831e-05,183.0,559.0,533.0,0.9534883720930232,Prokaryotic dsDNA virus sp.,2591644.0,BFVD,FoldSeek,GC1
A0A6J7WHX8,LR798214,702.0,10.8,1.0,1.831e-05,109.0,559.0,533.0,0.9534883720930232,uncultured Caudovirales phage,2100421.0,BFVD,FoldSeek,GC1
A0A7X2PIM1,SHUI01000117,143.0,9.7,1.0,1.837e-05,166.0,163.0,129.0,0.7914110429447853,Bryobacterales bacterium,2026791.0,AFDB50,FoldSeek,ABV
A0A137SWS6,LTAF01000006,189.0,14.8,1.0,1.837e-05,141.0,163.0,156.0,0.9570552147239264,Clostridiales bacterium KA00134,1588750.0,AFDB50,FoldSeek,ABV
A0A0A0P5W8,KF547927,142.0,15.4,1.0,1.93e-05,140.0,163.0,136.0,0.8343558282208589,Los Azufres archaeal virus 2,1425359.0,BFVD,FoldSeek,ABV
D9CG87,GU722196,180.0,12.7,1.0,1.93e-05,141.0,163.0,149.0,0.9141104294478528,Hyperthermophilic Archaeal Virus 1,762905.0,BFVD,FoldSeek,ABV
A0A2G6ID27,PDRX01000022,203.0,13.7,1.0,1.961e-05,155.0,163.0,134.0,0.8220858895705522,Rhodobacterales bacterium,1948890.0,AFDB50,FoldSeek,ABV
A0A6J5LHC6,LR796246,475.0,9.4,1.0,2.003e-05,144.0,559.0,420.0,0.7513416815742398,uncultured Caudovirales phage,2100421.0,BFVD,FoldSeek,GC1
A0A2D5F9Z8,NYUN01000042,133.0,18.0,1.0,2.093e-05,167.0,163.0,115.0,0.7055214723926381,Haliea sp.,1932666.0,AFDB50,FoldSeek,ABV
A0A497P0Q3,QMYQ01000510,239.0,10.4,1.0,2.093e-05,165.0,163.0,162.0,0.9938650306748468,Candidatus Bathyarchaeota archaeon,2026714.0,AFDB50,FoldSeek,ABV
A0A1I6WHJ3,FOZY01000032,412.0,12.1,1.0,2.095e-05,250.0,559.0,375.0,0.6708407871198568,Methylobacterium sp. yr668,1761801.0,AFDB50,FoldSeek,GC1
A0A1I3GDF6,FOQY01000002,586.0,11.9,1.0,2.095e-05,179.0,559.0,504.0,0.9016100178890876,Streptosporangium canum,324952.0,AFDB50,FoldSeek,GC1
A0A1J0MG56,KX147096,685.0,12.1,1.0,2.095e-05,111.0,559.0,543.0,0.9713774597495528,Serratia phage vB_Sru_IME250,1852640.0,BFVD,FoldSeek,GC1
A0A1J0MG56,KY073123,685.0,12.1,1.0,2.095e-05,111.0,559.0,543.0,0.9713774597495528,Serratia phage vB_Sru_IME250,1852640.0,BFVD,FoldSeek,GC1
A0A5C7JWM2,SSDU01000019,191.0,20.4,1.0,2.105e-05,181.0,163.0,155.0,0.950920245398773,Spirochaetes bacterium,2202144.0,AFDB50,FoldSeek,DSL-LC02
A0A7J4UQ83,DUHL01000228,195.0,16.9,1.0,2.105e-05,177.0,163.0,157.0,0.9631901840490796,Candidatus Woesearchaeota archaeon,2026803.0,AFDB50,FoldSeek,DSL-LC02
A0A6J5CTY9,CADIKB010000086,519.0,12.7,1.0,2.192e-05,165.0,559.0,446.0,0.7978533094812165,Paraburkholderia phenoliruptrix,252970.0,AFDB50,FoldSeek,GC1
A0A6J5TB16,LR797828,690.0,9.4,1.0,2.293e-05,131.0,559.0,533.0,0.9534883720930232,uncultured Caudovirales phage,2100421.0,BFVD,FoldSeek,GC1
A0A6J5TB16,LR798212,690.0,9.4,1.0,2.293e-05,131.0,559.0,533.0,0.9534883720930232,uncultured Caudovirales phage,2100421.0,BFVD,FoldSeek,GC1
A0A6J7WVG5,LR798289,191.0,18.8,1.0,2.346e-05,141.0,163.0,147.0,0.901840490797546,uncultured Caudovirales phage,2100421.0,BFVD,FoldSeek,ABV
A0A7C2SN84,DSCQ01000025,162.0,14.1,1.0,2.384e-05,175.0,163.0,135.0,0.8282208588957055,Archaeoglobus fulgidus,2234.0,AFDB50,FoldSeek,ABV
