Hit,GenBankID,aln_hit,%I,P(H),E-value,Bit-Score,len(Qry),len(aln),%aln,Taxonomy,TaxID,Database,Method,TP
DAG56056.1,DAG56056.1,243.0,14.815,1.0,2.86e-26,114.0,266.0,237.0,0.8909774436090225,Caudoviricetes sp.,2832643.0,nr,PSI-BLAST,phi29
UVY25578.1,UVY25578.1,243.0,19.753,1.0,4.61e-26,113.0,266.0,239.0,0.8984962406015038,Bacteriophage sp.,38018.0,nr,PSI-BLAST,phi29
DAV45373.1,DAV45373.1,261.0,13.41,1.0,4.9000000000000005e-26,112.0,266.0,249.0,0.9360902255639098,Caudoviricetes sp.,2832643.0,nr,PSI-BLAST,phi29
NDB84524.1,NDB84524.1,102.0,25.49,1.0,4.93e-26,106.0,163.0,102.0,0.6257668711656442,Alphaproteobacteria bacterium,1913988.0,nr,PSI-BLAST,DSL-LC02
HWI49890.1,HWI49890.1,130.0,29.231,1.0,5.91e-26,108.0,264.0,130.0,0.4924242424242424,Rummeliibacillus sp.,1978528.0,nr,PSI-BLAST,Karezi
YP_009833064.1,YP_009833064.1,186.0,18.817,1.0,7.56e-26,108.0,163.0,146.0,0.8957055214723927,Aeromonas phage phiA8-29,1978922.0,nr,PSI-BLAST,DSL-LC02
WP_303185933.1,WP_303185933.1,259.0,12.355,1.0,7.95e-26,112.0,266.0,247.0,0.9285714285714286,Alistipes shahii,328814.0,nr,PSI-BLAST,phi29
QZI89773.1,QZI89773.1,184.0,12.5,1.0,9.66e-26,107.0,163.0,144.0,0.8834355828220859,Vibrio phage 144E46.1,2859302.0,nr,PSI-BLAST,DSL-LC02
HBM70167.1,HBM70167.1,232.0,16.81,1.0,9.72e-26,111.0,266.0,226.0,0.849624060150376,Bacillota bacterium,1879010.0,nr,PSI-BLAST,phi29
NDB61892.1,NDB61892.1,158.0,18.354,1.0,2.26e-25,105.0,163.0,133.0,0.8159509202453987,bacterium,1869227.0,nr,PSI-BLAST,DSL-LC02
MFE5415741.1,MFE5415741.1,180.0,22.222,1.0,2.75e-25,109.0,245.0,157.0,0.6408163265306123,Bacillus subtilis,1423.0,nr,PSI-BLAST,Bam35
MBP5699329.1,MBP5699329.1,171.0,16.959,1.0,3.21e-25,108.0,265.0,171.0,0.6452830188679245,Methanobrevibacter sp.,66852.0,nr,PSI-BLAST,GA1
NCV19663.1,NCV19663.1,158.0,18.354,1.0,3.56e-25,106.0,163.0,124.0,0.7607361963190185,Rhodobacterales bacterium,1948890.0,nr,PSI-BLAST,DSL-LC02
WNM54316.1,WNM54316.1,51.0,90.196,1.0,3.86e-25,102.0,167.0,51.0,0.3053892215568862,Staphylococcus phage S-CoN_Ph17,3076573.0,nr,PSI-BLAST,St134
MBB13292.1,MBB13292.1,147.0,20.408,1.0,5.23e-25,104.0,163.0,146.0,0.8957055214723927,Flavobacteriaceae bacterium,1871037.0,nr,PSI-BLAST,DSL-LC02
DAG82535.1,DAG82535.1,249.0,14.056,1.0,5.91e-25,109.0,266.0,245.0,0.9210526315789472,Caudoviricetes sp.,2832643.0,nr,PSI-BLAST,Chedec11
DAO82390.1,DAO82390.1,247.0,17.004,1.0,7.61e-25,109.0,266.0,246.0,0.924812030075188,Caudoviricetes sp.,2832643.0,nr,PSI-BLAST,Chedec11
HBI40350.1,HBI40350.1,113.0,26.549,1.0,1.06e-24,102.0,163.0,112.0,0.6871165644171779,Tenacibaculum sp.,1906242.0,nr,PSI-BLAST,DSL-LC02
WP_349043838.1,WP_349043838.1,113.0,16.814,1.0,1.4999999999999998e-24,104.0,163.0,106.0,0.6503067484662577,Brucella melitensis,29459.0,nr,PSI-BLAST,DSL-LC02
MBP5362725.1,MBP5362725.1,245.0,15.918,1.0,1.62e-24,110.0,266.0,238.0,0.8947368421052632,Ruminococcus sp.,41978.0,nr,PSI-BLAST,phi29
BCU93954.1,BCU93954.1,83.0,25.301,1.0,1.66e-24,101.0,163.0,83.0,0.50920245398773,Caudoviricetes sp.,2832643.0,nr,PSI-BLAST,DSL-LC02
DAE89209.1,DAE89209.1,260.0,15.0,1.0,3.58e-24,107.0,266.0,254.0,0.9548872180451128,Caudoviricetes sp.,2832643.0,nr,PSI-BLAST,phi29
HAI39482.1,HAI39482.1,106.0,19.811,1.0,4.89e-24,100.0,163.0,84.0,0.5153374233128835,Maribacter sp.,1897614.0,nr,PSI-BLAST,DSL-LC02
YP_009845660.1,YP_009845660.1,184.0,12.5,1.0,6.779999999999999e-24,103.0,163.0,143.0,0.8773006134969326,Vibrio phage VAP7,2584487.0,nr,PSI-BLAST,DSL-LC02
WP_378347668.1,WP_378347668.1,118.0,25.424,1.0,7.76e-24,102.0,245.0,107.0,0.436734693877551,Actinomycetes,1760.0,nr,PSI-BLAST,Bam35
MBR2651934.1,MBR2651934.1,253.0,13.043,1.0,1.28e-23,106.0,266.0,250.0,0.9398496240601504,bacterium,1869227.0,nr,PSI-BLAST,phi29
WP_266994387.1,WP_266994387.1,346.0,16.763,1.0,1.7599999999999997e-23,116.0,559.0,334.0,0.5974955277280859,Streptomyces mirabilis,68239.0,nr,PSI-BLAST,GC1
WP_187507283.1,WP_187507283.1,524.0,13.168,1.0,3.09e-23,116.0,559.0,501.0,0.8962432915921288,Pantoea agglomerans,549.0,nr,PSI-BLAST,GC1
DAW97722.1,DAW97722.1,254.0,15.354,1.0,3.64e-23,105.0,266.0,248.0,0.9323308270676692,Caudoviricetes sp.,2832643.0,nr,PSI-BLAST,Chedec11
DAX12073.1,DAX12073.1,237.0,14.768,1.0,3.95e-23,104.0,266.0,233.0,0.8759398496240601,Caudoviricetes sp.,2832643.0,nr,PSI-BLAST,phi29
DAH77864.1,DAH77864.1,258.0,18.217,1.0,5.179999999999999e-23,105.0,266.0,252.0,0.9473684210526316,Caudoviricetes sp.,2832643.0,nr,PSI-BLAST,phi29
YP_009277048.1,YP_009277048.1,172.0,17.442,1.0,1.42e-22,100.0,163.0,138.0,0.8466257668711656,Ralstonia phage RSP15,1785960.0,nr,PSI-BLAST,DSL-LC02
DAF83813.1,DAF83813.1,260.0,13.462,1.0,1.69e-22,103.0,266.0,256.0,0.962406015037594,Caudoviricetes sp.,2832643.0,nr,PSI-BLAST,phi29
DAT28482.1,DAT28482.1,133.0,18.797,1.0,1.88e-22,98.7,163.0,111.0,0.6809815950920245,Caudoviricetes sp.,2832643.0,nr,PSI-BLAST,DSL-LC02
MDA8752408.1,MDA8752408.1,112.0,17.857,1.0,1.94e-22,96.4,163.0,90.0,0.5521472392638037,bacterium,1869227.0,nr,PSI-BLAST,DSL-LC02
NCA22666.1,NCA22666.1,152.0,17.763,1.0,1.95e-22,97.6,163.0,116.0,0.7116564417177914,Crocinitomicaceae bacterium,2026728.0,nr,PSI-BLAST,DSL-LC02
MAH03926.1,MAH03926.1,139.0,20.863,1.0,2.15e-22,97.9,163.0,114.0,0.6993865030674846,Candidatus Pacearchaeota archaeon,2026773.0,nr,PSI-BLAST,DSL-LC02
MBC8442953.1,MBC8442953.1,200.0,16.5,1.0,2.64e-22,99.5,163.0,143.0,0.8773006134969326,Pseudomonadota bacterium,1977087.0,nr,PSI-BLAST,DSL-LC02
DAT25921.1,DAT25921.1,280.0,20.357,1.0,2.72e-22,103.0,255.0,251.0,0.984313725490196,Caudoviricetes sp.,2832643.0,nr,PSI-BLAST,Evcara
DAT89030.1,DAT89030.1,253.0,12.253,1.0,2.99e-22,102.0,266.0,247.0,0.9285714285714286,Caudoviricetes sp.,2832643.0,nr,PSI-BLAST,phi29
UWD67627.1,UWD67627.1,247.0,16.194,1.0,3.72e-22,102.0,265.0,245.0,0.9245283018867924,Bacteriophage sp.,38018.0,nr,PSI-BLAST,GA1
DAV58334.1,DAV58334.1,241.0,17.012,1.0,3.85e-22,102.0,255.0,241.0,0.9450980392156862,Caudoviricetes sp.,2832643.0,nr,PSI-BLAST,Evcara
DAL87764.1,DAL87764.1,232.0,19.397,1.0,6.0700000000000005e-22,102.0,273.0,228.0,0.8351648351648352,Caudoviricetes sp.,2832643.0,nr,PSI-BLAST,WhyPhy
QGT54262.1,QGT54262.1,112.0,31.25,1.0,6.55e-22,95.7,115.0,101.0,0.8782608695652174,Synechococcus phage B3,2674978.0,nr,PSI-BLAST,S-SCSM1
MEC8996440.1,MEC8996440.1,181.0,23.204,1.0,6.700000000000001e-22,100.0,163.0,153.0,0.9386503067484664,Pseudomonadota bacterium,1977087.0,nr,PSI-BLAST,DSL-LC02
MBC8442731.1,MBC8442731.1,119.0,18.487,1.0,1.18e-21,95.6,163.0,101.0,0.6196319018404908,Pseudomonadota bacterium,1977087.0,nr,PSI-BLAST,DSL-LC02
UWI02241.1,UWI02241.1,214.0,12.617,1.0,1.8400000000000002e-21,100.0,266.0,212.0,0.7969924812030075,Bacteriophage sp.,38018.0,nr,PSI-BLAST,phi29
AXF41530.1,AXF41530.1,172.0,18.023,1.0,8.21e-21,95.2,163.0,135.0,0.8282208588957055,Acinetobacter phage SH-Ab 15599,2202135.0,nr,PSI-BLAST,DSL-LC02
WIC41411.1,WIC41411.1,189.0,18.519,1.0,1.04e-20,95.6,163.0,157.0,0.9631901840490796,Chryseobacterium phage MA9V-1,2936916.0,nr,PSI-BLAST,DSL-LC02
MBO7308554.1,MBO7308554.1,263.0,15.589,1.0,1.48e-20,98.9,266.0,258.0,0.9699248120300752,Kiritimatiellia bacterium,2212473.0,nr,PSI-BLAST,phi29
YP_003358869.1,YP_003358869.1,171.0,15.205,1.0,1.94e-20,94.5,163.0,134.0,0.8220858895705522,Delftia phage PhiW-14,665032.0,nr,PSI-BLAST,DSL-LC02
UVY61845.1,UVY61845.1,269.0,11.896,1.0,3.99e-20,97.4,266.0,253.0,0.9511278195488722,Bacteriophage sp.,38018.0,nr,PSI-BLAST,phi29
MBR3116521.1,MBR3116521.1,240.0,17.917,1.0,5.92e-20,97.0,255.0,233.0,0.9137254901960784,Bacilli bacterium,1903720.0,nr,PSI-BLAST,Curie
MBO5872429.1,MBO5872429.1,265.0,12.453,1.0,6.18e-20,97.4,264.0,254.0,0.9621212121212122,Bacteroidaceae bacterium,2212467.0,nr,PSI-BLAST,Voltaire
UVY46980.1,UVY46980.1,162.0,14.198,1.0,7.13e-20,95.5,259.0,161.0,0.6216216216216216,Bacteriophage sp.,38018.0,nr,PSI-BLAST,Ayka
WP_380715693.1,WP_380715693.1,159.0,22.642,1.0,7.57e-20,94.0,245.0,136.0,0.5551020408163265,Kitasatospora sp. NPDC057595,3346177.0,nr,PSI-BLAST,Bam35
MEE0930468.1,MEE0930468.1,181.0,14.365,1.0,9.13e-20,96.2,266.0,181.0,0.6804511278195489,Acutalibacteraceae bacterium,3077420.0,nr,PSI-BLAST,phi29
WP_200677423.1,WP_200677423.1,533.0,14.447,1.0,9.61e-20,104.0,559.0,498.0,0.8908765652951699,Streptomyces sp. MBT65,1488395.0,nr,PSI-BLAST,GC1
MEC0099596.1,MEC0099596.1,70.0,28.571,1.0,1.16e-19,90.1,233.0,70.0,0.3004291845493562,Bacillus anthracis,1392.0,nr,PSI-BLAST,AP50
WAW11749.1,WAW11749.1,172.0,16.86,1.0,2.15e-19,91.8,163.0,135.0,0.8282208588957055,Acinetobacter phage nACB2,3015925.0,nr,PSI-BLAST,DSL-LC02
WP_106486909.1,WP_106486909.1,524.0,12.595,1.0,3.46e-19,102.0,559.0,501.0,0.8962432915921288,Escherichia coli,562.0,nr,PSI-BLAST,GC1
MBO7712828.1,MBO7712828.1,226.0,18.584,1.0,4.13e-19,95.1,266.0,219.0,0.8233082706766918,Methanobrevibacter sp.,66852.0,nr,PSI-BLAST,phi29
BCU98394.1,BCU98394.1,141.0,19.149,1.0,6.41e-19,89.9,163.0,140.0,0.8588957055214724,Eurybiavirus sp.,2821410.0,nr,PSI-BLAST,DSL-LC02
WNM55626.1,WNM55626.1,57.0,73.684,1.0,7.76e-19,85.9,167.0,57.0,0.3413173652694611,Staphylococcus phage S-CoN_Ph35,3076593.0,nr,PSI-BLAST,St134
DAX14221.1,DAX14221.1,249.0,19.679,1.0,9.03e-19,93.6,266.0,247.0,0.9285714285714286,Caudoviricetes sp.,2832643.0,nr,PSI-BLAST,phi29
DAL72431.1,DAL72431.1,259.0,16.602,1.0,1.05e-18,93.6,266.0,258.0,0.9699248120300752,Caudoviricetes sp.,2832643.0,nr,PSI-BLAST,Chedec11
DAP52549.1,DAP52549.1,250.0,21.2,1.0,1.21e-18,93.6,266.0,245.0,0.9210526315789472,Caudoviricetes sp.,2832643.0,nr,PSI-BLAST,phi29
GIS09148.1,GIS09148.1,47.0,42.553,1.0,2.15e-18,82.6,115.0,47.0,0.408695652173913,Pseudomonadota bacterium,1977087.0,nr,PSI-BLAST,S-SCSM1
MBL40105.1,MBL40105.1,124.0,18.548,1.0,2.24e-18,86.8,163.0,123.0,0.754601226993865,Chloroflexota bacterium,2026724.0,nr,PSI-BLAST,DSL-LC02
MCI9128682.1,MCI9128682.1,254.0,14.173,1.0,8.6e-18,91.2,266.0,249.0,0.9360902255639098,Eubacterium sp.,142586.0,nr,PSI-BLAST,phi29
DAF95477.1,DAF95477.1,64.0,21.875,1.0,9.37e-18,82.9,163.0,59.0,0.3619631901840491,Myoviridae sp. ctCo31,2825053.0,nr,PSI-BLAST,DSL-LC02
DAN45148.1,DAN45148.1,261.0,13.027,1.0,1.22e-17,90.5,266.0,252.0,0.9473684210526316,Caudoviricetes sp.,2832643.0,nr,PSI-BLAST,phi29
YP_003969159.1,YP_003969159.1,98.0,17.347,1.0,1.48e-17,83.7,163.0,78.0,0.4785276073619632,Aeromonas phage phiAS4,879628.0,nr,PSI-BLAST,DSL-LC02
DAP98441.1,DAP98441.1,261.0,16.858,1.0,1.51e-17,90.1,266.0,251.0,0.943609022556391,Caudoviricetes sp.,2832643.0,nr,PSI-BLAST,Chedec11
MBT4950851.1,MBT4950851.1,149.0,21.477,1.0,1.57e-17,85.2,163.0,124.0,0.7607361963190185,Pelagibacteraceae bacterium,2026775.0,nr,PSI-BLAST,DSL-LC02
YP_009876751.1,YP_009876751.1,176.0,18.182,1.0,1.6e-17,87.2,163.0,145.0,0.8895705521472392,Tenacibaculum phage pT24,1880590.0,nr,PSI-BLAST,DSL-LC02
MBQ1551519.1,MBQ1551519.1,254.0,16.142,1.0,1.64e-17,90.9,266.0,245.0,0.9210526315789472,Bacilli bacterium,1903720.0,nr,PSI-BLAST,phi29
MFJ4517448.1,MFJ4517448.1,188.0,18.617,1.0,1.79e-17,99.1,559.0,188.0,0.3363148479427549,Streptomyces sp. NPDC088816,3365906.0,nr,PSI-BLAST,GC1
MBO5434495.1,MBO5434495.1,228.0,17.982,1.0,1.96e-17,90.1,266.0,218.0,0.8195488721804511,bacterium,1869227.0,nr,PSI-BLAST,phi29
HCT53429.1,HCT53429.1,99.0,19.192,1.0,2.57e-17,82.9,163.0,88.0,0.5398773006134969,Balneola sp.,2024824.0,nr,PSI-BLAST,DSL-LC02
HAW81271.1,HAW81271.1,135.0,21.481,1.0,2.64e-17,86.0,163.0,112.0,0.6871165644171779,Balneola sp.,2024824.0,nr,PSI-BLAST,DSL-LC02
HAQ8707619.1,HAQ8707619.1,107.0,19.626,1.0,3.85e-17,87.3,313.0,107.0,0.3418530351437699,Enterococcus faecium,1352.0,nr,PSI-BLAST,LY3
MBQ1551422.1,MBQ1551422.1,223.0,15.247,1.0,4.08e-17,89.7,266.0,216.0,0.8120300751879699,Bacilli bacterium,1903720.0,nr,PSI-BLAST,phi29
MBO5870271.1,MBO5870271.1,153.0,17.647,1.0,4.34e-17,88.6,265.0,153.0,0.5773584905660377,Clostridia bacterium,2044939.0,nr,PSI-BLAST,GA1
MDC1282348.1,MDC1282348.1,162.0,16.049,1.0,6.16e-17,84.5,163.0,132.0,0.8098159509202454,bacterium,1869227.0,nr,PSI-BLAST,DSL-LC02
DAG71047.1,DAG71047.1,210.0,14.286,1.0,1.33e-16,87.4,266.0,208.0,0.7819548872180451,Caudoviricetes sp.,2832643.0,nr,PSI-BLAST,phi29
YP_007006746.1,YP_007006746.1,175.0,17.143,1.0,1.44e-16,84.8,163.0,139.0,0.852760736196319,Sphingomonas phage PAU,1150991.0,nr,PSI-BLAST,DSL-LC02
DAX11125.1,DAX11125.1,257.0,16.732,1.0,2.27e-16,87.0,266.0,248.0,0.9323308270676692,Caudoviricetes sp.,2832643.0,nr,PSI-BLAST,phi29
YP_003969158.1,YP_003969158.1,68.0,17.647,1.0,2.64e-16,82.1,163.0,68.0,0.4171779141104294,Aeromonas phage phiAS4,879628.0,nr,PSI-BLAST,DSL-LC02
NBP58177.1,NBP58177.1,148.0,18.243,1.0,3.55e-16,82.5,163.0,126.0,0.7730061349693251,Candidatus Elulimicrobium humile,2802965.0,nr,PSI-BLAST,DSL-LC02
ELF3490116.1,ELF3490116.1,83.0,16.867,1.0,4.37e-16,81.8,163.0,82.0,0.5030674846625767,Escherichia coli,562.0,nr,PSI-BLAST,DSL-LC02
WP_149168603.1,WP_149168603.1,255.0,15.686,1.0,4.66e-16,85.9,233.0,210.0,0.9012875536480688,Bacillus subtilis group,653685.0,nr,PSI-BLAST,AP50
MBS5285376.1,MBS5285376.1,229.0,10.917,1.0,5.26e-16,85.5,266.0,220.0,0.8270676691729323,Clostridiales bacterium,1898207.0,nr,PSI-BLAST,phi29
DAO07561.1,DAO07561.1,261.0,13.793,1.0,8.63e-16,85.8,266.0,252.0,0.9473684210526316,Caudoviricetes sp.,2832643.0,nr,PSI-BLAST,phi29
BBI90996.1,BBI90996.1,189.0,16.402,1.0,1.03e-15,82.5,163.0,156.0,0.9570552147239264,Tenacibaculum phage PTm5,2547426.0,nr,PSI-BLAST,DSL-LC02
MDD7622606.1,MDD7622606.1,265.0,15.472,1.0,1.1e-15,85.8,266.0,261.0,0.981203007518797,Bacilli bacterium,1903720.0,nr,PSI-BLAST,phi29
YP_009873981.1,YP_009873981.1,180.0,16.111,1.0,1.61e-15,81.4,163.0,147.0,0.901840490797546,Tenacibaculum phage PTm1,2547425.0,nr,PSI-BLAST,DSL-LC02
WP_381410736.1,WP_381410736.1,88.0,25.0,1.0,1.71e-15,80.1,245.0,77.0,0.3142857142857143,Streptomyces inhibens,2293571.0,nr,PSI-BLAST,Bam35
BCU98190.1,BCU98190.1,83.0,30.12,1.0,2.05e-15,77.8,163.0,82.0,0.5030674846625767,uncultured marine virus,186617.0,nr,PSI-BLAST,DSL-LC02
MBO7692632.1,MBO7692632.1,222.0,15.315,1.0,2.84e-15,84.7,266.0,220.0,0.8270676691729323,Methanobrevibacter sp.,66852.0,nr,PSI-BLAST,phi29
MCK9416602.1,MCK9416602.1,178.0,15.169,1.0,2.88e-15,81.8,163.0,141.0,0.8650306748466258,Candidatus Dojkabacteria bacterium,2099670.0,nr,PSI-BLAST,DSL-LC02
MCK5173724.1,MCK5173724.1,225.0,16.444,1.0,3.81e-15,89.5,559.0,206.0,0.3685152057245081,Planctomycetota bacterium,2026780.0,nr,PSI-BLAST,GC1
MBM3202293.1,MBM3202293.1,152.0,17.763,1.0,4.75e-15,79.8,163.0,125.0,0.7668711656441718,Candidatus Woesearchaeota archaeon,2026803.0,nr,PSI-BLAST,DSL-LC02
HBY67505.1,HBY67505.1,105.0,15.238,1.0,5.28e-15,79.1,163.0,103.0,0.6319018404907976,Flavobacteriaceae bacterium,1871037.0,nr,PSI-BLAST,DSL-LC02
MBQ5474055.1,MBQ5474055.1,155.0,18.065,1.0,5.41e-15,80.2,163.0,123.0,0.754601226993865,Lachnospiraceae bacterium,1898203.0,nr,PSI-BLAST,DSL-LC02
WTD17234.1,WTD17234.1,545.0,13.945,1.0,8.18e-15,90.6,559.0,528.0,0.9445438282647584,Streptomyces hirsutus,35620.0,nr,PSI-BLAST,GC1
DAJ64125.1,DAJ64125.1,234.0,16.667,1.0,8.43e-15,83.5,266.0,233.0,0.8759398496240601,Caudoviricetes sp.,2832643.0,nr,PSI-BLAST,phi29
WP_382575252.1,WP_382575252.1,474.0,13.291,1.0,8.71e-15,90.6,559.0,458.0,0.8193202146690519,Streptomyces sp. NPDC056707,3345919.0,nr,PSI-BLAST,GC1
MCC5410459.1,MCC5410459.1,92.0,14.13,1.0,9.84e-15,76.0,163.0,72.0,0.4417177914110429,Escherichia coli,562.0,nr,PSI-BLAST,DSL-LC02
HQL66766.1,HQL66766.1,197.0,17.259,1.0,1.05e-14,79.1,163.0,147.0,0.901840490797546,Caldisericia bacterium,2758719.0,nr,PSI-BLAST,DSL-LC02
DAM92081.1,DAM92081.1,263.0,12.548,1.0,1.18e-14,82.4,266.0,256.0,0.962406015037594,Caudoviricetes sp.,2832643.0,nr,PSI-BLAST,Chedec11
DAI26734.1,DAI26734.1,227.0,10.573,1.0,1.29e-14,82.1,264.0,227.0,0.8598484848484849,Caudoviricetes sp.,2832643.0,nr,PSI-BLAST,Karezi
BCU98189.1,BCU98189.1,82.0,25.61,1.0,1.65e-14,75.5,163.0,78.0,0.4785276073619632,uncultured marine virus,186617.0,nr,PSI-BLAST,DSL-LC02
WP_326755089.1,WP_326755089.1,360.0,15.0,1.0,2.3e-14,89.1,559.0,353.0,0.631484794275492,Streptomyces hirsutus,35620.0,nr,PSI-BLAST,GC1
WP_286146476.1,WP_286146476.1,240.0,15.833,1.0,4.13e-14,81.2,266.0,235.0,0.8834586466165414,Ileibacterium valens,1862668.0,nr,PSI-BLAST,phi29
MBQ5630483.1,MBQ5630483.1,256.0,16.016,1.0,6.25e-14,80.8,266.0,251.0,0.943609022556391,Ruminococcus sp.,41978.0,nr,PSI-BLAST,phi29
YP_010756110.1,YP_010756110.1,252.0,12.698,1.0,6.88e-14,80.5,266.0,247.0,0.9285714285714286,Clostridium phage CI55P1,2968677.0,nr,PSI-BLAST,Chedec11
DAM57470.1,DAM57470.1,264.0,15.909,1.0,6.9e-14,80.8,266.0,262.0,0.9849624060150376,Caudoviricetes sp.,2832643.0,nr,PSI-BLAST,phi29
DAL72410.1,DAL72410.1,252.0,12.302,1.0,8.41e-14,80.1,266.0,247.0,0.9285714285714286,Caudoviricetes sp.,2832643.0,nr,PSI-BLAST,phi29
GIS09147.1,GIS09147.1,52.0,30.769,1.0,1.11e-13,70.6,114.0,51.0,0.4473684210526316,Pseudomonadota bacterium,1977087.0,nr,PSI-BLAST,S-CREM2
BCU94434.1,BCU94434.1,93.0,19.355,1.0,1.28e-13,72.9,163.0,93.0,0.5705521472392638,uncultured marine virus,186617.0,nr,PSI-BLAST,DSL-LC02
MFJ8508641.1,MFJ8508641.1,214.0,14.486,1.0,1.33e-13,86.8,559.0,211.0,0.3774597495527728,Streptomyces avermitilis,33903.0,nr,PSI-BLAST,GC1
WP_400224527.1,WP_400224527.1,219.0,19.178,1.0,1.44e-13,79.7,266.0,214.0,0.8045112781954887,Methanobrevibacter smithii,2173.0,nr,PSI-BLAST,phi29
DAJ28914.1,DAJ28914.1,178.0,16.292,1.0,1.58e-13,77.1,163.0,141.0,0.8650306748466258,Caudoviricetes sp.,2832643.0,nr,PSI-BLAST,DSL-LC02
UVY52706.1,UVY52706.1,234.0,15.812,1.0,1.97e-13,79.7,266.0,233.0,0.8759398496240601,Bacteriophage sp.,38018.0,nr,PSI-BLAST,phi29
DAS81670.1,DAS81670.1,239.0,17.992,1.0,2.09e-13,79.3,266.0,233.0,0.8759398496240601,Caudoviricetes sp.,2832643.0,nr,PSI-BLAST,phi29
NDB30506.1,NDB30506.1,70.0,20.0,1.0,2.27e-13,72.5,163.0,69.0,0.4233128834355828,archaeon,1906665.0,nr,PSI-BLAST,DSL-LC02
WAX11784.1,WAX11784.1,250.0,14.8,1.0,3.29e-13,78.5,266.0,245.0,0.9210526315789472,Clostridium phage CI130P2,2968670.0,nr,PSI-BLAST,phi29
UWI18491.1,UWI18491.1,208.0,12.5,1.0,3.3e-13,77.8,266.0,200.0,0.7518796992481203,Bacteriophage sp.,38018.0,nr,PSI-BLAST,phi29
WP_388741811.1,WP_388741811.1,188.0,15.957,1.0,3.39e-13,85.6,559.0,188.0,0.3363148479427549,Streptomyces sp. NPDC005506,3364718.0,nr,PSI-BLAST,GC1
WP_206886507.1,WP_206886507.1,135.0,21.481,1.0,3.94e-13,75.4,259.0,135.0,0.5212355212355212,Alicyclobacillus mali (ex Roth et al. 2021),1123961.0,nr,PSI-BLAST,Ayka
MBR3890514.1,MBR3890514.1,237.0,16.034,1.0,3.99e-13,78.5,266.0,233.0,0.8759398496240601,Bacilli bacterium,1903720.0,nr,PSI-BLAST,phi29
DAD84233.1,DAD84233.1,260.0,12.308,1.0,4.08e-13,78.1,266.0,249.0,0.9360902255639098,Podoviridae sp. ctiHu16,2826571.0,nr,PSI-BLAST,phi29
MBQ1551692.1,MBQ1551692.1,224.0,16.518,1.0,4.83e-13,78.5,266.0,217.0,0.8157894736842105,Bacilli bacterium,1903720.0,nr,PSI-BLAST,phi29
MBR2652461.1,MBR2652461.1,255.0,14.902,1.0,5.13e-13,78.1,266.0,247.0,0.9285714285714286,bacterium,1869227.0,nr,PSI-BLAST,phi29
DAI65264.1,DAI65264.1,221.0,19.005,1.0,5.24e-13,78.1,266.0,216.0,0.8120300751879699,Caudoviricetes sp.,2832643.0,nr,PSI-BLAST,phi29
DAI39303.1,DAI39303.1,258.0,9.69,1.0,6.3e-13,77.8,266.0,253.0,0.9511278195488722,Caudoviricetes sp.,2832643.0,nr,PSI-BLAST,Chedec11
HCC1440778.1,HCC1440778.1,157.0,23.567,1.0,7.74e-13,75.5,265.0,146.0,0.5509433962264151,Enterococcus faecium,1352.0,nr,PSI-BLAST,GA1
MBS6498078.1,MBS6498078.1,252.0,10.714,1.0,8.4e-13,77.4,266.0,247.0,0.9285714285714286,Klebsiella oxytoca,571.0,nr,PSI-BLAST,phi29
MCK5639207.1,MCK5639207.1,374.0,12.834,1.0,1.05e-12,82.6,559.0,342.0,0.6118067978533095,Gammaproteobacteria bacterium,1913989.0,nr,PSI-BLAST,GC1
MBC8474914.1,MBC8474914.1,106.0,16.038,1.0,1.14e-12,73.3,163.0,105.0,0.6441717791411042,Bacteroidota bacterium,1898104.0,nr,PSI-BLAST,DSL-LC02
MCX7007371.1,MCX7007371.1,402.0,14.677,1.0,1.36e-12,81.8,559.0,370.0,0.6618962432915921,Kiritimatiellota bacterium,2599938.0,nr,PSI-BLAST,GC1
MBR2652485.1,MBR2652485.1,225.0,14.222,1.0,1.58e-12,77.0,266.0,218.0,0.8195488721804511,bacterium,1869227.0,nr,PSI-BLAST,phi29
NCP97707.1,NCP97707.1,112.0,26.786,1.0,1.65e-12,71.7,163.0,93.0,0.5705521472392638,archaeon,1906665.0,nr,PSI-BLAST,DSL-LC02
MCM1266094.1,MCM1266094.1,235.0,14.894,1.0,1.95e-12,77.0,273.0,226.0,0.8278388278388278,Candidatus Gastranaerophilales bacterium,2137880.0,nr,PSI-BLAST,WhyPhy
DAL80791.1,DAL80791.1,252.0,9.921,1.0,1.98e-12,76.2,266.0,247.0,0.9285714285714286,Caudoviricetes sp.,2832643.0,nr,PSI-BLAST,Chedec11
MBR2857686.1,MBR2857686.1,224.0,17.411,1.0,2.05e-12,76.6,266.0,219.0,0.8233082706766918,bacterium,1869227.0,nr,PSI-BLAST,phi29
WP_141712621.1,WP_141712621.1,131.0,23.664,1.0,3.55e-12,70.6,167.0,129.0,0.7724550898203593,Staphylococcus xylosus,1288.0,nr,PSI-BLAST,St134
WP_077841610.1,WP_077841610.1,253.0,13.439,1.0,3.55e-12,75.8,266.0,245.0,0.9210526315789472,Clostridium beijerinckii,1520.0,nr,PSI-BLAST,phi29
MBD45126.1,MBD45126.1,169.0,15.385,1.0,3.59e-12,72.1,163.0,136.0,0.8343558282208589,Flavobacteriaceae bacterium,1871037.0,nr,PSI-BLAST,DSL-LC02
